x,x,x,x,x,x,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,256-40-36,256-40-36,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,256-40-36,256-40-36,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,256-40-36,256-40-36,256-40-36,256-40-36,256-40-36,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
